Name	Formula	Distribution	Masses	Adducts	Isotopes
2-oxobutanoate	[M1];[C4H6O3]n	0.9501508242429145 0.005857661686993318 0.0010858104590524195 1.203745748001274E-5 7.649593838446882E-4 0.041106292608507795 2.534195089490692E-4 4.697532361007135E-5 3.309437140256007E-5 6.668917379627516E-4 0.9503693966355053 0.005859009181619694 0.001086060238544138 1.2040226572892509E-5 5.465252534695641E-4 0.04111574868695002 2.534778054920884E-4 4.698612979853345E-5 2.36442745865737E-5 6.670451495254705E-4	103.03897051137076 105.04321628927076 104.04318738927077 107.04746206717076 104.04524725723076 104.04232534917077 106.04657112707076 105.04654222707077 105.04860209503076 105.04568018697077 101.02441760690922 103.02866338480924 102.02863448480923 105.03290916270923 102.03069435276925 102.02777244470923 104.03201822260924 103.03198932260923 103.03404919056925 103.03112728250923	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]4[1H]7[16O]3 [12C]4[1H]7[16O]2[18O]1 [12C]4[1H]7[16O]2[17O]1 [12C]4[1H]7[16O]1[18O]2 [12C]4[1H]6[2H]1[16O]3 [12C]3[13C]1[1H]7[16O]3 [12C]3[13C]1[1H]7[16O]2[18O]1 [12C]3[13C]1[1H]7[16O]2[17O]1 [12C]3[13C]1[1H]6[2H]1[16O]3 [12C]2[13C]2[1H]7[16O]3 [12C]4[1H]5[16O]3 [12C]4[1H]5[16O]2[18O]1 [12C]4[1H]5[16O]2[17O]1 [12C]4[1H]5[16O]1[18O]2 [12C]4[1H]4[2H]1[16O]3 [12C]3[13C]1[1H]5[16O]3 [12C]3[13C]1[1H]5[16O]2[18O]1 [12C]3[13C]1[1H]5[16O]2[17O]1 [12C]3[13C]1[1H]4[2H]1[16O]3 [12C]2[13C]2[1H]5[16O]3
Maltose	[M1];[C12H22O11]n	0.8534233379372645 0.019291574797242618 0.0035759992307083845 2.3754970840906121E-4 0.006589007285862153 0.002257564348744171 2.930064311925108E-4 0.11076473930167245 0.0025038291761507606 4.6412443265233573E-4 0.8536196591697536 0.01929601262495659 0.0035768218524309748 2.3760435426822528E-4 0.006590523018996855 0.002061728575681156 2.6758915305515003E-4 0.1107902195869768 0.0025044051562159316 4.6423119968880646E-4	343.12348800241074 345.12773378031073 344.1277048803107 346.1335525158107 345.13019767801075 344.12976474827076 345.13311958607073 344.12684284021077 346.13108861811077 345.13105971811075 341.10893509794926 343.11318087584925 342.1131519758493 344.11899961134924 343.11564477354926 342.1152118438093 343.1185666816093 342.11228993574923 344.1165357136492 343.11650681364927	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]12[1H]23[16O]11 [12C]12[1H]23[16O]10[18O]1 [12C]12[1H]23[16O]10[17O]1 [12C]9[13C]3[1H]23[16O]11 [12C]10[13C]2[1H]23[16O]11 [12C]12[1H]22[2H]1[16O]11 [12C]11[13C]1[1H]22[2H]1[16O]11 [12C]11[13C]1[1H]23[16O]11 [12C]11[13C]1[1H]23[16O]10[18O]1 [12C]11[13C]1[1H]23[16O]10[17O]1 [12C]12[1H]21[16O]11 [12C]12[1H]21[16O]10[18O]1 [12C]12[1H]21[16O]10[17O]1 [12C]9[13C]3[1H]21[16O]11 [12C]10[13C]2[1H]21[16O]11 [12C]12[1H]20[2H]1[16O]11 [12C]11[13C]1[1H]20[2H]1[16O]11 [12C]11[13C]1[1H]21[16O]11 [12C]11[13C]1[1H]21[16O]10[18O]1 [12C]11[13C]1[1H]21[16O]10[17O]1
D-Erythrose	[M1];[C4H8O4]n	0.947623966624934 0.007789444877376485 0.0014438970992210066 2.4010889459318836E-5 9.809036093718837E-4 0.040996973386785804 3.3699407737967625E-4 6.24671948313546E-5 4.243674768130663E-5 6.651181874637747E-4 0.9478419577400042 0.007791236758791901 0.00144422925284923 2.401641291667261E-5 7.631005325419456E-4 0.041006404317469124 3.37071599389764E-4 6.248156476493184E-5 3.301395208005185E-5 6.652711910395022E-4	121.04953519775077 123.05378097565077 122.05375207565076 125.05802675355076 122.05581194361076 122.05289003555077 124.05713581345077 123.05710691345077 123.05916678141077 123.05624487335076 119.03498229328923 121.03922807118923 120.03919917118924 123.04347384908922 120.04125903914922 120.03833713108924 122.04258290898923 121.04255400898924 121.04461387694923 121.04169196888924	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]4[1H]9[16O]4 [12C]4[1H]9[16O]3[18O]1 [12C]4[1H]9[16O]3[17O]1 [12C]4[1H]9[16O]2[18O]2 [12C]4[1H]8[2H]1[16O]4 [12C]3[13C]1[1H]9[16O]4 [12C]3[13C]1[1H]9[16O]3[18O]1 [12C]3[13C]1[1H]9[16O]3[17O]1 [12C]3[13C]1[1H]8[2H]1[16O]4 [12C]2[13C]2[1H]9[16O]4 [12C]4[1H]7[16O]4 [12C]4[1H]7[16O]3[18O]1 [12C]4[1H]7[16O]3[17O]1 [12C]4[1H]7[16O]2[18O]2 [12C]4[1H]6[2H]1[16O]4 [12C]3[13C]1[1H]7[16O]4 [12C]3[13C]1[1H]7[16O]3[18O]1 [12C]3[13C]1[1H]7[16O]3[17O]1 [12C]3[13C]1[1H]6[2H]1[16O]4 [12C]2[13C]2[1H]7[16O]4
D-glucose	[M1];[C6H12O6]n	0.9225268762577823 0.011374721150366114 0.002108484896165425 5.8437448896444684E-5 0.001618757612285175 0.0013793363036803117 8.951116010944716E-5 0.05986680021808317 7.381553602077279E-4 1.3682879847753E-4 0.9227390940461884 0.011377337787591969 0.0021089699313585103 5.84508918285522E-5 0.0016191299907700578 0.0011673992048769892 7.575763565460708E-5 0.059880571957712875 7.383251652313807E-4 1.3686027453069493E-4	181.0706645705108 183.07491034841078 182.07488144841076 185.07915612631078 183.0773742461108 182.07694131637075 183.08029615417078 182.07401940831076 184.07826518621079 183.0782362862108 179.05611166604925 181.06035744394924 180.06032854394923 183.06460322184924 181.06282134164925 180.06238841190924 181.06574324970924 180.05946650384922 182.06371228174925 181.06368338174926	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]6[1H]13[16O]6 [12C]6[1H]13[16O]5[18O]1 [12C]6[1H]13[16O]5[17O]1 [12C]6[1H]13[16O]4[18O]2 [12C]4[13C]2[1H]13[16O]6 [12C]6[1H]12[2H]1[16O]6 [12C]5[13C]1[1H]12[2H]1[16O]6 [12C]5[13C]1[1H]13[16O]6 [12C]5[13C]1[1H]13[16O]5[18O]1 [12C]5[13C]1[1H]13[16O]5[17O]1 [12C]6[1H]11[16O]6 [12C]6[1H]11[16O]5[18O]1 [12C]6[1H]11[16O]5[17O]1 [12C]6[1H]11[16O]4[18O]2 [12C]4[13C]2[1H]11[16O]6 [12C]6[1H]10[2H]1[16O]6 [12C]5[13C]1[1H]10[2H]1[16O]6 [12C]5[13C]1[1H]11[16O]6 [12C]5[13C]1[1H]11[16O]5[18O]1 [12C]5[13C]1[1H]11[16O]5[17O]1
L-Glutamate	[M1];[C5H9NO4]n	0.9339270336647004 0.0076768564371929235 0.0014230270468942976 1.8654675120536397E-4 0.0034495458124760093 0.0010925076432072808 0.0010741396147701046 0.05050550520677397 4.1515396683495555E-4 7.69553694620893E-5 0.9341418739416807 0.007678622418799466 0.0014233543995823396 1.8658966436051856E-4 0.0034503393448945974 0.0010927589633171065 8.595093676036207E-4 0.05051712347708474 4.1524946872108714E-4 7.697307225073809E-5	148.06043423513074 150.06468001303077 149.06465111303075 150.06082396609077 149.05746912829076 150.06714391073075 149.06671098099076 149.06378907293075 151.06803485083074 150.06800595083075 146.04588133066923 148.05012710856923 147.0500982085692 148.04627106162923 147.04291622382922 148.05259100626924 147.05215807652922 147.04923616846924 149.05348194636923 148.05345304636924	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]5[1H]10[14N]1[16O]4 [12C]5[1H]10[14N]1[16O]3[18O]1 [12C]5[1H]10[14N]1[16O]3[17O]1 [12C]4[13C]1[1H]10[15N]1[16O]4 [12C]5[1H]10[15N]1[16O]4 [12C]3[13C]2[1H]10[14N]1[16O]4 [12C]5[1H]9[2H]1[14N]1[16O]4 [12C]4[13C]1[1H]10[14N]1[16O]4 [12C]4[13C]1[1H]10[14N]1[16O]3[18O]1 [12C]4[13C]1[1H]10[14N]1[16O]3[17O]1 [12C]5[1H]8[14N]1[16O]4 [12C]5[1H]8[14N]1[16O]3[18O]1 [12C]5[1H]8[14N]1[16O]3[17O]1 [12C]4[13C]1[1H]8[15N]1[16O]4 [12C]5[1H]8[15N]1[16O]4 [12C]3[13C]2[1H]8[14N]1[16O]4 [12C]5[1H]7[2H]1[14N]1[16O]4 [12C]4[13C]1[1H]8[14N]1[16O]4 [12C]4[13C]1[1H]8[14N]1[16O]3[18O]1 [12C]4[13C]1[1H]8[14N]1[16O]3[17O]1
Thiamin diphosphate	[M1];[C12H18N4O7P2S]n	0.8064726727878855 0.03644546261729726 0.006456538831968746 0.0017623454597694062 0.011601073463021304 0.0047302106540593955 0.006226516291072797 0.002150442885828338 0.10467107165264765 0.011915125404927809 0.8066581935043369 0.036453846519894716 0.0064580240921025605 0.0015771981460877818 0.011603742170260972 0.004731298790209716 0.006227948636894661 0.002150937573023984 0.10469515015258936 0.011917866356576037	425.0444191204108 427.0402152604108 426.04380693041077 426.05069586627076 427.0486648983108 428.04357009821075 427.0511287960108 426.0486359983108 426.04777395821077 426.0414540135708 423.0298662159493 425.0256623559493 424.0292540259493 424.0361429618093 425.0341119938493 426.02901719374927 425.0365758915493 424.0340830938493 424.0332210537493 424.0269011091093	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]12[1H]19[14N]4[16O]7[31P]2[32S]1 [12C]12[1H]19[14N]4[16O]7[31P]2[34S]1 [12C]12[1H]19[14N]4[16O]7[31P]2[33S]1 [12C]12[1H]18[2H]1[14N]4[16O]7[31P]2[32S]1 [12C]12[1H]19[14N]4[16O]6[18O]1[31P]2[32S]1 [12C]11[13C]1[1H]19[14N]4[16O]7[31P]2[34S]1 [12C]10[13C]2[1H]19[14N]4[16O]7[31P]2[32S]1 [12C]12[1H]19[14N]4[16O]6[17O]1[31P]2[32S]1 [12C]11[13C]1[1H]19[14N]4[16O]7[31P]2[32S]1 [12C]12[1H]19[14N]3[15N]1[16O]7[31P]2[32S]1 [12C]12[1H]17[14N]4[16O]7[31P]2[32S]1 [12C]12[1H]17[14N]4[16O]7[31P]2[34S]1 [12C]12[1H]17[14N]4[16O]7[31P]2[33S]1 [12C]12[1H]16[2H]1[14N]4[16O]7[31P]2[32S]1 [12C]12[1H]17[14N]4[16O]6[18O]1[31P]2[32S]1 [12C]11[13C]1[1H]17[14N]4[16O]7[31P]2[34S]1 [12C]10[13C]2[1H]17[14N]4[16O]7[31P]2[32S]1 [12C]12[1H]17[14N]4[16O]6[17O]1[31P]2[32S]1 [12C]11[13C]1[1H]17[14N]4[16O]7[31P]2[32S]1 [12C]12[1H]17[14N]3[15N]1[16O]7[31P]2[32S]1
6-Phospho-D-gluconate	[M1];[C6H13O10P]n	0.9134874835345559 0.018772109638880898 0.003479708128182799 1.7359454616585923E-4 0.0016028961927886344 0.0014708840001506468 9.545209017453919E-5 0.05928019452432886 0.001218204224013095 2.258134659146224E-4 0.9136976219039427 0.018776427968995507 0.003480508599130873 1.736344797998972E-4 0.0016032649225176346 0.0012610477387173893 8.183489823679011E-5 0.059293831321371844 0.0012184844593242825 2.258654119723059E-4	277.03190960305074 279.03615538095073 278.03612648095077 281.0404011588507 279.03861927865074 278.03818634891076 279.04154118671073 278.03526444085077 280.03951021875076 279.03948131875075 275.01735669858925 277.02160247648925 276.0215735764893 279.02584825438925 277.02406637418926 276.0236334444493 277.02698828224925 276.0207115363893 278.0249573142893 277.02492841428926	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]6[1H]14[16O]10[31P]1 [12C]6[1H]14[16O]9[18O]1[31P]1 [12C]6[1H]14[16O]9[17O]1[31P]1 [12C]6[1H]14[16O]8[18O]2[31P]1 [12C]4[13C]2[1H]14[16O]10[31P]1 [12C]6[1H]13[2H]1[16O]10[31P]1 [12C]5[13C]1[1H]13[2H]1[16O]10[31P]1 [12C]5[13C]1[1H]14[16O]10[31P]1 [12C]5[13C]1[1H]14[16O]9[18O]1[31P]1 [12C]5[13C]1[1H]14[16O]9[17O]1[31P]1 [12C]6[1H]12[16O]10[31P]1 [12C]6[1H]12[16O]9[18O]1[31P]1 [12C]6[1H]12[16O]9[17O]1[31P]1 [12C]6[1H]12[16O]8[18O]2[31P]1 [12C]4[13C]2[1H]12[16O]10[31P]1 [12C]6[1H]11[2H]1[16O]10[31P]1 [12C]5[13C]1[1H]11[2H]1[16O]10[31P]1 [12C]5[13C]1[1H]12[16O]10[31P]1 [12C]5[13C]1[1H]12[16O]9[18O]1[31P]1 [12C]5[13C]1[1H]12[16O]9[17O]1[31P]1
Phosphoenolpyruvate	[M1];[C3H5O6P]n	0.9535525401122777 0.011757266400734805 0.0021793957230630363 6.040276903251487E-5 2.2393221690103067E-5 6.580269257739358E-4 0.030940095560097164 3.8149019656685265E-4 7.071525594897754E-5 3.3463966692918215E-4 0.9537718950345023 0.011759971038548053 0.002179897070560126 6.041666406623972E-5 2.2398373019679108E-5 4.3878553205205716E-4 0.030947213009812524 3.8157795445000766E-4 7.073152326390383E-5 3.3471664733144066E-4	168.9896508575308 170.9938966354308 169.99386773543077 172.99814241333078 171.99811351333076 169.99592760339078 169.99300569533077 171.9972514732308 170.9972225732308 170.99636053313077 166.97509795306925 168.97934373096925 167.97931483096926 170.98358950886924 169.98356060886925 167.98137469892924 167.97845279086926 169.98269856876925 168.98266966876926 168.98180762866926	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]3[1H]6[16O]6[31P]1 [12C]3[1H]6[16O]5[18O]1[31P]1 [12C]3[1H]6[16O]5[17O]1[31P]1 [12C]3[1H]6[16O]4[18O]2[31P]1 [12C]3[1H]6[16O]4[18O]1[17O]1[31P]1 [12C]3[1H]5[2H]1[16O]6[31P]1 [12C]2[13C]1[1H]6[16O]6[31P]1 [12C]2[13C]1[1H]6[16O]5[18O]1[31P]1 [12C]2[13C]1[1H]6[16O]5[17O]1[31P]1 [12C]1[13C]2[1H]6[16O]6[31P]1 [12C]3[1H]4[16O]6[31P]1 [12C]3[1H]4[16O]5[18O]1[31P]1 [12C]3[1H]4[16O]5[17O]1[31P]1 [12C]3[1H]4[16O]4[18O]2[31P]1 [12C]3[1H]4[16O]4[18O]1[17O]1[31P]1 [12C]3[1H]3[2H]1[16O]6[31P]1 [12C]2[13C]1[1H]4[16O]6[31P]1 [12C]2[13C]1[1H]4[16O]5[18O]1[31P]1 [12C]2[13C]1[1H]4[16O]5[17O]1[31P]1 [12C]1[13C]2[1H]4[16O]6[31P]1
Glyoxylate	[M1];[C2H2O3]n	0.9712618225448154 0.00598781058838038 0.001109935621260753 1.2304912643904473E-5 3.3512386802278386E-4 0.021009807947497277 1.295250647845347E-4 2.400952420396252E-5 1.1361818712130852E-4 0.971485251304723 0.005989188022418524 0.0011101909504970919 1.2307743262084847E-5 1.1173365327016918E-4 0.021014641037017164 1.2955486068913014E-4 2.4015047347253386E-5 1.1364432381283928E-4	75.00767038281077 77.01191616071077 76.01188726071076 79.01616193861076 76.01394712867076 76.01102522061076 78.01527099851077 77.01524209851077 77.01438005841077 72.99311747834923 74.99736325624924 73.99733435624924 77.00160903414924 73.99939422420924 73.99647231614924 76.00071809404923 75.00068919404924 74.99982715394924	M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]2[1H]3[16O]3 [12C]2[1H]3[16O]2[18O]1 [12C]2[1H]3[16O]2[17O]1 [12C]2[1H]3[16O]1[18O]2 [12C]2[1H]2[2H]1[16O]3 [12C]1[13C]1[1H]3[16O]3 [12C]1[13C]1[1H]3[16O]2[18O]1 [12C]1[13C]1[1H]3[16O]2[17O]1 [13C]2[1H]3[16O]3 [12C]2[1H]1[16O]3 [12C]2[1H]1[16O]2[18O]1 [12C]2[1H]1[16O]2[17O]1 [12C]2[1H]1[16O]1[18O]2 [12C]2[2H]1[16O]3 [12C]1[13C]1[1H]1[16O]3 [12C]1[13C]1[1H]1[16O]2[18O]1 [12C]1[13C]1[1H]1[16O]2[17O]1 [13C]2[1H]1[16O]3
glycolate	[M1];[C2H4O3]n	0.9710384451705677 0.0059864334711338466 0.0011096803507467615 1.2302082676728843E-5 5.584113232752527E-4 0.021004975969524064 1.294952757326032E-4 2.4004002330921564E-5 1.2079250296260396E-5 1.1359205644087113E-4 0.9712618225448154 0.00598781058838038 0.001109935621260753 1.2304912643904473E-5 3.3512386802278386E-4 0.021009807947497277 1.295250647845347E-4 2.400952420396252E-5 1.1361818712130852E-4	77.02332044709077 79.02756622499076 78.02753732499076 81.03181200289076 78.02959719295077 78.02667528489076 80.03092106279077 79.03089216279076 79.03295203075076 79.03003012269076 75.00876754262924 77.01301332052924 76.01298442052924 79.01725909842924 76.01504428848924 76.01212238042923 78.01636815832924 77.01633925832924 77.01547721822924	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]2[1H]5[16O]3 [12C]2[1H]5[16O]2[18O]1 [12C]2[1H]5[16O]2[17O]1 [12C]2[1H]5[16O]1[18O]2 [12C]2[1H]4[2H]1[16O]3 [12C]1[13C]1[1H]5[16O]3 [12C]1[13C]1[1H]5[16O]2[18O]1 [12C]1[13C]1[1H]5[16O]2[17O]1 [12C]1[13C]1[1H]4[2H]1[16O]3 [13C]2[1H]5[16O]3 [12C]2[1H]3[16O]3 [12C]2[1H]3[16O]2[18O]1 [12C]2[1H]3[16O]2[17O]1 [12C]2[1H]3[16O]1[18O]2 [12C]2[1H]2[2H]1[16O]3 [12C]1[13C]1[1H]3[16O]3 [12C]1[13C]1[1H]3[16O]2[18O]1 [12C]1[13C]1[1H]3[16O]2[17O]1 [13C]2[1H]3[16O]3
